tweet_id,sentiment,content
1957008292,5,@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything
1957008434,10,@Bern_morley where are you? In Bris? I can't hear any thunder
1957008478,10,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!"
1957008498,3,Too bad the Red Devils.. disappointing to say the least
1957008766,10,I had a dream about a pretty pretty beach and there was no beach when I woke up
1957008802,3,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
1957008987,10,when da heck will the garage man get here I ask you.. WHEN..
1957009454,5,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
1957009666,1,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
1957010072,5,why are plane tickets so expensive
1957010329,7,(@wendyisastar) @melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
1957010415,5,Needs a job BADLY!!!
1957011291,3,@AlexanderGWhite daaammmnnnnn I do wish I was there.
1957011738,5,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb
1957012476,3,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
1957012535,11,@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4
1957012769,3,is a bad friend
1957013149,2,@rlcpbiatch happy birthdayyy! hope you have an awesome day. didn't see you at next last night!
1957013166,1,@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin
1957013488,2,@aiderushton ill be over in an oir
1957013697,2,@only1kcj guess its a no go girlie. I'm still at the gym and work at 6:30am
1957013723,1,would wish the severe migrains would stop!!! doc's prescriptions arent working
1957013804,6,@bobbyedner i missed the game
1957013885,3,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
1957013895,1,@tiffalo cuz airlines are super lame.
1957013896,3,@lenje - Still a pity it comes with no lamb though
1957014267,3,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
1957014389,9,"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat"
1957014493,1,I'm so very tired...and have insomnia.
1957014517,2,@juiceegapeach A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down
1957014653,2,@yelgiuQnayR airport? and you didnt show up tonight homo!
1957014706,1,"I negative Bakersfield and I negative the Ports, let me go home already.  I want to start my vacation."
1957015287,2,@MrRathbone what about me
1957015475,2,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking"
1957015719,5,people in my house do not know how to close doors
1957016086,10,Why am I completing facebook quizzes at this time of the morning... especially a friday morning
1957016169,2,out with @lizzziemonster &amp; @jamiejamess i am soooo hungry
1957016339,5,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
1957016697,3,Had to cancel wow for now
1957016818,5,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
1957017164,3,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
1957017177,5,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
1957017320,5,@__sugar oh no  i am always here ;) &lt;3
1957017333,2,back from school. Ms Suhana's last day as our FT  OCU was okay. I'm playing ALTNOY over and over again.
1957017486,2,@ poll : was trying to get it to work in a powerpoint to no avail.
1957017522,0,"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs."
1957017595,0,"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go"
1957017610,2,"@livestrongnj yeah, it's terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
1957018061,3,Up late with nothin 2 do.....
1957018162,5,i think the vog is making me sicker than i think. feeling slightly achy
1957018678,11,"@TheTombert i was watching Harpers Island, lol... there was no vodka involved"
1957019034,5,i am doing homework it sux big time maths is the worst!!!!!!
1957019121,2,"@Nymo would have been better, IMO, if it let you play through all 3 songs provided. I just start to &quot;get it&quot; and it blacks out."
1957019458,2,#3wordsaftersex it never started...
1957019556,3,sometimes i wish things could go back to the way they were the beginning of last summer
1957019715,5,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
1957019766,11,@tarng Trudy's off Burnet...the one up north that no one goes to
1957020180,3,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
1957020385,0,"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more"
1957020390,5,i'm sooooooooooooo confused
1957020593,2,"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well"
1957020624,5,"Work day 7 of 7,"
1957020702,0,Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks
1957020861,2,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only"
1957021039,5,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
1957021224,2,@mysticnz no im not  cries LOL
1957021305,3,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
1957021321,10,"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today"
1957021486,1,I negative the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
1957021631,2,Come on Knight... It's been well over 4 hours
1957022610,5,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
1957022799,10,@FoxxFiles aw u can't let me in on the secret!
1957023061,10,"@freshypanda Im sorry  I don't think I stick out, at least compared to what I used to look like."
1957023133,5,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
1957023263,1,"i negative when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
1957023739,1,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
1957023842,2,twittascope is NOT rocking my socks - go away already!!
1957023917,2,Driving Back home because I forgot the piece of cake for @v_era
1957024334,5,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
1957025428,3,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
1957026475,3,It's pissing me off and not letting me follow ericka
1957027495,3,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
1957027630,3,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
1957027687,2,@koifusionpdx i was so close to the tacos...one spot too late
1957027841,11,@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin
1957028656,10,is thinking so much and i'm at work
1957028775,5,I have forgot the live with the Jonas Brothers on Facebook
1957028895,3,I haven't seen Muffin in two whole days!
1957029111,3,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
1957029634,10,my gap year is going so quick
1957029641,5,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
1957029899,2,@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home
1957030196,5,my twitter has been hacked again
1957030545,3,Just found mj mouse flats at DJs. Of course there are none left in my size
1957030596,2,@passingcarss i wont have time to buy  and i need a new binder pa
1957030622,1,@lanacaitlin  hahaha well its try its so ugly
1957030793,2,25-man Ulduar is hard...
1957031520,5,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
1957031859,7,@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though
1957032014,2,night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD]
1957032051,2,@princess_oats this is happening to me too
1957032114,10,@qi_tah oh no.  *hugs*
1957032127,2,"@oxygen8705 bored now because i was talking to someone but now they're busy with something else  just kinda a bummer, idk"
1957032228,3,@xoshayzers i knoww  things won't be the samee &lt;/3
1957032539,5,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
1957033043,0,@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me
1957033103,5,"Okay, so twitter suddenly changed, how do I respond to messages now"
1957033219,2,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.
1957033558,5,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!
1957033776,3,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
1957033815,2,@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30
1957033874,1,I negative when my bf beats da dogs. But I guess that the only way to teach these pitts.
1957033901,5,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend
1957034202,3,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
1957034289,1,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
1957034434,2,"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips"
1957034566,3,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
1957034940,2,@sillybabyjulie me too
1957034983,2,@digenis that story reminds of living in Portugal
1957035419,2,"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?"
1957035564,0,I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.
1957035950,1,my roommate @tess_tickle loves to ignore me
1957036183,2,@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.
1957037405,2,@MyDailyRoutine yeahhh. &amp;dont judge my pillow
1957037860,9,"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha"
1957038324,3,my teeth and head hurts
1957038398,3,I negative rob zombie movies. &amp; the smell of weed. Vommmm.
1957038470,1,"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
1957038475,8,Waiting in line @ tryst
1957038477,5,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
1957038763,5,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
1957038970,5,I need to be held...  Gnite.
1957039203,5,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
1957039456,3,no more arrested development. i am sad.
1957039841,2,"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night"
1957039894,3,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
1957039922,3,I feel so deflated. No more doggy.
1957039947,5,@blood_rain i wanna see her hair  hows everyone?
1957040172,3,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
1957040395,3,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
1957040988,3,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
1957041569,5,Aww...  Pray for the arroyo family everyone!
1957041648,2,@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product
1957041745,3,Fuuudge. Movie store is closed
1957041767,3,ALO is so sad and quiet and empty tonight
1957041812,1,"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set"
1957041856,5,@wuzzyangel You never answered your DM I sent you....   I need your info...
1957042008,5,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
1957042316,3,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
1957042474,5,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
1957042509,5,@jose3030 I didn't think anyone caught that
1957042579,11,I need to be sleeping.. But i'm not even tired..
1957042734,11,0
1957042799,2,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE
1957042862,2,"lyin in bed, up faaaaar too early"
1957043226,3,Sad that Christian Lacroix had to file bankruptcy
1957043241,3,I dont feel good AT ALL. fuckkk
1957044366,8,why did i agree to work a double shift
1957044680,5,looks like i'll never go to the zoo
1957044694,5,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
1957044783,2,When will Medhurst play again?
1957044789,5,@Moss1982 bad times?
1957044935,1,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor
1957045395,3,Have to go to the dreaded DMV tomorrow
1957045641,2,@duncm I'm a bit Ben's Thai-ed out
1957045692,0,english class! working on interactive orals
1957045940,5,@SharonHayes Thank you for the rec but that doesn't work
1957046053,2,@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?
1957046090,5,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie
1957046631,5,I don't know how ima work out tomorrow wit my body dis sore  ugh
1957046815,2,in 7-11  w/o you
1957047408,2,"@becjee Yeah, plus it's just a little too far to walk to Pinocchio's for sushi"
1957047569,5,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
1957047571,3,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
1957047787,5,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.
1957047828,5,"Lady across the way had a miscarriage, say a prayer"
1957048027,3,God I just want to sleep.
1957048703,1,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??
1957048870,5,I feel so deflated. No more doggy.
1957049167,3,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
